Date, Vessels (out of credits),Pollock, Pollock (std),Bycatch, Bycatch (std), Bycatch Rate
Jan-20-2003,0,121.244,121.244,3,1,0.0247434
Jan-21-2003,0,1713.32,1834.57,54,37,0.0315177
Jan-22-2003,0,2485.46,4320.03,92,94,0.0370152
Jan-23-2003,0,1829.07,6149.1,96,155,0.0524857
Jan-24-2003,0,3944.86,10094,212,293,0.0537408
Jan-25-2003,0,5125.35,15219.3,326,504,0.0636054
Jan-26-2003,0,4231.3,19450.6,305,705,0.0720819
Jan-27-2003,0,4965.56,24416.2,261,874,0.0525621
Jan-28-2003,0,3340.6,27756.8,143,972,0.0428067
Jan-29-2003,0,4404.06,32160.8,188,1093,0.0426879
Jan-30-2003,0,4744.95,36905.8,177,1206,0.0373028
Jan-31-2003,0,4621.2,41527,208,1341,0.0450099
Feb-1-2003,0,4418.67,45945.7,288,1529,0.065178
Feb-2-2003,0,5102.1,51047.7,358,1765,0.0701672
Feb-3-2003,0,3367.39,54415.1,244,1922,0.0724597
Feb-4-2003,0,4338.71,58753.9,192,2046,0.0442528
Feb-5-2003,0,3469.72,62223.6,202,2177,0.0582179
Feb-6-2003,0,5208.85,67432.4,239,2329,0.0458834
Feb-7-2003,0,4010.25,71442.7,161,2436,0.0401472
Feb-8-2003,0,4801.67,76244.3,141,2521,0.0293648
Feb-9-2003,0,4730.66,80975,168,2629,0.035513
Feb-10-2003,0,3760.5,84735.5,170,2743,0.0452067
Feb-11-2003,0,4932.04,89667.5,210,2878,0.0425787
Feb-12-2003,0,4121.61,93789.2,294,3070,0.0713314
Feb-13-2003,0,4886.1,98675.3,329,3291,0.0673339
Feb-14-2003,0,3513.64,102189,196,3418,0.0557825
Feb-15-2003,0,4682.12,106871,200,3545,0.0427157
Feb-16-2003,0,4165.43,111036,227,3702,0.0544962
Feb-17-2003,0,3837.33,114874,412,3984,0.107366
Feb-18-2003,0,3836.84,118711,293,4178,0.0763649
Feb-19-2003,0,4824.39,123535,433,4468,0.0897523
Feb-20-2003,0,3658.34,127193,240,4628,0.0656036
Feb-21-2003,0,3769.51,130963,304,4829,0.080647
Feb-22-2003,0,4911.21,135874,453,5127,0.0922379
Feb-23-2003,0,5650.54,141525,898,5691,0.158923
Feb-24-2003,0,2516.13,144041,54,5724,0.0214615
Feb-25-2003,0,4141.75,148182,98,5786,0.0236615
Feb-26-2003,0,4977.32,153160,55,5815,0.0110501
