Date, Vessels (out of credits),Pollock, Pollock (std),Bycatch, Bycatch (std), Bycatch Rate
Jan-21-2002,0,1644.06,1644.06,76,51,0.0462271
Jan-22-2002,0,1406.41,3050.47,41,80,0.0291522
Jan-23-2002,0,1767.74,4818.21,83,140,0.0469525
Jan-24-2002,0,3565.63,8383.84,228,317,0.0639439
Jan-25-2002,0,4035.61,12419.4,290,527,0.0718603
Jan-26-2002,0,4138.33,16557.8,281,741,0.0679018
Jan-27-2002,0,4834.46,21392.2,316,975,0.065364
Jan-28-2002,0,5885.57,27277.8,205,1124,0.0348309
Jan-29-2002,0,3965.33,31243.1,876,1753,0.220915
Jan-30-2002,0,3571.68,34814.8,1130,2626,0.316378
Jan-31-2002,0,4350.64,39165.5,362,2897,0.0832062
Feb-1-2002,0,4494.5,43660,124,2987,0.0275893
Feb-2-2002,0,4640.27,48300.2,148,3093,0.0318947
Feb-3-2002,0,4907.97,53208.2,227,3263,0.0462513
Feb-4-2002,0,5204.77,58413,218,3420,0.0418847
Feb-5-2002,0,4742.75,63155.7,193,3560,0.0406937
Feb-6-2002,0,5236.4,68392.1,388,3851,0.0740967
Feb-7-2002,0,4679,73071.1,389,4144,0.0831375
Feb-8-2002,0,5393.41,78464.5,200,4288,0.0370823
Feb-9-2002,0,3970.46,82435,68,4332,0.0171265
Feb-10-2002,0,4765.02,87200,228,4496,0.0478487
Feb-11-2002,0,5196.78,92396.8,93,4559,0.0178957
Feb-12-2002,0,4176.1,96572.9,76,4609,0.0181988
Feb-13-2002,0,4765.02,101338,81,4662,0.0169989
Feb-14-2002,0,4033.72,105372,151,4775,0.0374345
Feb-15-2002,0,4707.86,110079,122,4861,0.0259141
Feb-16-2002,0,4370.39,114450,156,4972,0.0356947
Feb-17-2002,0,4597.74,119048,178,5101,0.0387147
Feb-18-2002,0,5624.65,124672,155,5212,0.0275573
Feb-19-2002,0,3928.42,128601,89,5273,0.0226554
Feb-20-2002,0,5171.76,133772,110,5351,0.0212693
Feb-21-2002,0,4283.34,138056,86,5411,0.0200778
Feb-22-2002,0,3621.13,141677,97,5480,0.0267872
Feb-23-2002,0,3864.7,145542,69,5533,0.0178539
Feb-24-2002,0,5251.56,150793,92,5601,0.0175186
Feb-25-2002,0,4824.37,155618,122,5694,0.0252883
Feb-26-2002,0,4696.98,160315,205,5841,0.0436451
Feb-27-2002,0,5120.82,165435,158,5958,0.0308544
Feb-28-2002,0,4140.72,169576,147,6069,0.0355011
Mar-1-2002,0,4136.71,173713,136,6169,0.0328763
Mar-2-2002,0,5826.46,179539,297,6396,0.0509743
Mar-3-2002,0,4324.8,183864,115,6478,0.0265909
Mar-4-2002,0,4598.24,188462,259,6672,0.056326
Mar-5-2002,0,4174.91,192637,183,6811,0.0438333
Mar-6-2002,0,2808.39,195446,77,6866,0.0274178
Mar-7-2002,0,3630.67,199076,114,6945,0.0313991
Mar-8-2002,0,2477.9,201554,59,6985,0.0238105
Mar-9-2002,0,4097.51,205652,67,7034,0.0163514
Mar-10-2002,0,3306.63,208958,53,7070,0.0160284
Mar-11-2002,0,2267.03,211225,54,7108,0.0238197
Mar-12-2002,0,3064.67,214290,37,7133,0.0120731
Mar-13-2002,0,2920.54,217211,35,7155,0.0119841
Mar-14-2002,0,3274.3,220485,74,7210,0.0226003
Mar-15-2002,0,2440.93,222926,49,7242,0.0200743
Mar-16-2002,0,2829.29,225755,34,7262,0.0120171
Mar-17-2002,0,2015.56,227771,12,7268,0.00595368
