Date, Vessels (out of credits),Pollock, Pollock (std),Bycatch, Bycatch (std), Bycatch Rate
Jan-21-2001,0,632.19,632.19,8,6,0.0126544
Jan-22-2001,0,1415.12,2047.3,41,42,0.0289729
Jan-23-2001,0,942.915,2990.22,6,45,0.00636325
Jan-24-2001,0,1225.53,4215.75,29,67,0.0236631
Jan-25-2001,0,2153.74,6369.5,54,112,0.0250726
Jan-26-2001,0,741.734,7111.23,22,129,0.0296602
Jan-27-2001,0,2327.46,9438.69,58,178,0.0249199
Jan-28-2001,0,2938.11,12376.8,60,230,0.0204213
Jan-29-2001,0,3440.85,15817.7,113,325,0.0328407
Jan-30-2001,0,4378.55,20196.2,111,412,0.0253509
Jan-31-2001,0,4495.65,24691.9,188,568,0.0418182
Feb-1-2001,0,4276.46,28968.3,180,723,0.0420908
Feb-2-2001,0,4817,33785.3,189,882,0.039236
Feb-3-2001,0,4945.82,38731.1,226,1066,0.0456952
Feb-4-2001,0,4642.61,43373.7,258,1283,0.0555722
Feb-5-2001,0,3851.34,47225.1,141,1403,0.0366107
Feb-6-2001,0,5126.67,52351.7,243,1612,0.0473992
Feb-7-2001,0,4257.59,56609.3,221,1797,0.0519073
Feb-8-2001,0,4616.09,61225.4,241,2001,0.0522087
Feb-9-2001,0,3424.38,64649.8,112,2097,0.0327067
Feb-10-2001,0,2649.8,67299.6,123,2201,0.0464186
Feb-11-2001,0,3899.8,71199.4,42,2233,0.0107698
Feb-12-2001,0,3803.4,75002.8,27,2248,0.00709891
Feb-13-2001,0,4486.07,79488.9,73,2309,0.0162726
Feb-14-2001,0,3005.19,82494.1,66,2358,0.021962
Feb-15-2001,0,3778.13,86272.2,171,2504,0.0452605
Feb-16-2001,0,3832.91,90105.1,30,2528,0.00782696
Feb-17-2001,0,2898.43,93003.5,38,2562,0.0131105
Feb-18-2001,0,2862.93,95866.5,39,2592,0.0136224
Feb-19-2001,0,4361.55,100228,86,2658,0.0197178
Feb-20-2001,0,3268.01,103496,100,2741,0.0305997
Feb-21-2001,0,4848.15,108344,153,2868,0.0315585
Feb-22-2001,0,4463.47,112808,112,2959,0.0250926
Feb-23-2001,0,3743.87,116552,163,3095,0.0435378
Feb-24-2001,0,2778.78,119330,52,3139,0.0187132
Feb-25-2001,0,4798.54,124129,196,3325,0.0408458
Feb-26-2001,0,3793.77,127923,60,3371,0.0158154
Feb-27-2001,0,4719.03,132642,41,3403,0.00868823
Feb-28-2001,0,4232.5,136874,35,3426,0.00826935
Mar-1-2001,0,3167.64,140042,45,3459,0.0142061
Mar-2-2001,0,3856.55,143898,40,3489,0.010372
Mar-3-2001,0,4394.34,148293,55,3532,0.0125161
Mar-4-2001,0,5386.86,153680,72,3587,0.0133659
Mar-5-2001,0,3861.31,157541,145,3707,0.0375521
Mar-6-2001,0,3868.89,161410,141,3830,0.0364446
Mar-7-2001,0,3676.33,165086,79,3892,0.0214888
Mar-8-2001,0,5162.51,170249,170,4035,0.0329297
Mar-9-2001,0,2947.59,173196,90,4108,0.0305334
Mar-10-2001,0,2441.33,175637,71,4166,0.0290824
Mar-11-2001,0,4035.18,179673,77,4229,0.0190822
Mar-12-2001,0,3351.2,183024,40,4260,0.011936
Mar-13-2001,0,2589.39,185613,101,4349,0.0390053
Mar-14-2001,0,3405.28,189019,105,4434,0.0308345
Mar-15-2001,0,4070.35,193089,55,4476,0.0135124
Mar-16-2001,0,3484.48,196573,30,4498,0.0086096
Mar-17-2001,0,2095.37,198669,30,4522,0.0143173
Mar-18-2001,0,3374.36,202043,73,4581,0.0216337
Mar-19-2001,0,3795.51,205839,114,4674,0.0300355
Mar-20-2001,0,2446.1,208285,53,4716,0.0216671
Mar-21-2001,0,1739.66,210024,45,4752,0.0258671
Mar-22-2001,0,3490.97,213515,49,4791,0.0140362
Mar-23-2001,0,1948.91,215464,8,4795,0.00410485
Mar-24-2001,0,3021.12,218485,29,4817,0.00959909
Mar-25-2001,0,1189.75,219675,28,4839,0.0235344
Mar-26-2001,0,1416.97,221092,17,4854,0.0119974
Mar-27-2001,0,2050.55,223143,21,4870,0.0102411
Mar-28-2001,0,1454.87,224598,54,4917,0.0371167
Mar-29-2001,0,634.325,225232,0,4917,0
Mar-30-2001,0,929.449,226161,7,4921,0.00753134
Mar-31-2001,0,1199.02,227360,16,4933,0.0133442
Apr-1-2001,0,919.495,228280,8,4940,0.00870043
Apr-2-2001,0,1351.24,229631,30,4964,0.0222018
Apr-3-2001,0,1259.59,230891,26,4984,0.0206416
Apr-4-2001,0,315.542,231206,6,4989,0.0190149
Apr-5-2001,0,786.143,231992,7,4993,0.00890423
Apr-6-2001,0,1494.79,233487,56,5043,0.0374635
Apr-7-2001,0,0,233487,0,5043,nan
Apr-8-2001,0,239.699,233727,10,5051,0.041719
Apr-9-2001,0,258.094,233985,14,5063,0.0542439
Apr-10-2001,0,0,233985,0,5063,nan
Apr-11-2001,0,0,233985,0,5063,nan
Apr-12-2001,0,0,233985,0,5063,nan
Apr-13-2001,0,0,233985,0,5063,nan
Apr-14-2001,0,0,233985,0,5063,nan
Apr-15-2001,0,0,233985,0,5063,nan
Apr-16-2001,0,0,233985,0,5063,nan
Apr-17-2001,0,0,233985,0,5063,nan
Apr-18-2001,0,0,233985,0,5063,nan
Apr-19-2001,0,0,233985,0,5063,nan
Apr-20-2001,0,0,233985,0,5063,nan
Apr-21-2001,0,0,233985,0,5063,nan
Apr-22-2001,0,0,233985,0,5063,nan
Apr-23-2001,0,0,233985,0,5063,nan
Apr-24-2001,0,0,233985,0,5063,nan
Apr-25-2001,0,0,233985,0,5063,nan
Apr-26-2001,0,0,233985,0,5063,nan
Apr-27-2001,0,0,233985,0,5063,nan
Apr-28-2001,0,0,233985,0,5063,nan
Apr-29-2001,0,0,233985,0,5063,nan
Apr-30-2001,0,0,233985,0,5063,nan
May-1-2001,0,0,233985,0,5063,nan
May-2-2001,0,0,233985,0,5063,nan
May-3-2001,0,0,233985,0,5063,nan
May-4-2001,0,0,233985,0,5063,nan
May-5-2001,0,0,233985,0,5063,nan
May-6-2001,0,0,233985,0,5063,nan
May-7-2001,0,0,233985,0,5063,nan
May-8-2001,0,0,233985,0,5063,nan
May-9-2001,0,0,233985,0,5063,nan
May-10-2001,0,0,233985,0,5063,nan
May-11-2001,0,0,233985,0,5063,nan
May-12-2001,0,0,233985,0,5063,nan
May-13-2001,0,0,233985,0,5063,nan
May-14-2001,0,0,233985,0,5063,nan
May-15-2001,0,0,233985,0,5063,nan
May-16-2001,0,0,233985,0,5063,nan
May-17-2001,0,0,233985,0,5063,nan
May-18-2001,0,0,233985,0,5063,nan
May-19-2001,0,0,233985,0,5063,nan
May-20-2001,0,0,233985,0,5063,nan
May-21-2001,0,0,233985,0,5063,nan
May-22-2001,0,0,233985,0,5063,nan
May-23-2001,0,0,233985,0,5063,nan
May-24-2001,0,0,233985,0,5063,nan
May-25-2001,0,0,233985,0,5063,nan
May-26-2001,0,0,233985,0,5063,nan
May-27-2001,0,0,233985,0,5063,nan
May-28-2001,0,0,233985,0,5063,nan
May-29-2001,0,0,233985,0,5063,nan
May-30-2001,0,0,233985,0,5063,nan
May-31-2001,0,0,233985,0,5063,nan
Jun-1-2001,0,0,233985,0,5063,nan
Jun-2-2001,0,0,233985,0,5063,nan
Jun-3-2001,0,0,233985,0,5063,nan
Jun-4-2001,0,0,233985,0,5063,nan
Jun-5-2001,0,0,233985,0,5063,nan
Jun-6-2001,0,0,233985,0,5063,nan
Jun-7-2001,0,0,233985,0,5063,nan
Jun-8-2001,0,0,233985,0,5063,nan
Jun-9-2001,0,0,233985,0,5063,nan
Jun-10-2001,0,0,233985,0,5063,nan

Jun-11-2001,0,0,0,0,0,nan
Jun-12-2001,0,0,0,0,0,nan
Jun-13-2001,0,138.201,138.201,0,0,0
Jun-14-2001,0,101.625,239.826,1,1,0.00984012
Jun-15-2001,0,0,239.826,0,1,nan
Jun-16-2001,0,0,239.826,0,1,nan
Jun-17-2001,0,0,239.826,0,1,nan
Jun-18-2001,0,0,239.826,0,1,nan
Jun-19-2001,0,0,239.826,0,1,nan
Jun-20-2001,0,0,239.826,0,1,nan
Jun-21-2001,0,136.519,376.345,0,1,0
Jun-22-2001,0,0,376.345,0,1,nan
Jun-23-2001,0,0,376.345,0,1,nan
Jun-24-2001,0,0,376.345,0,1,nan
Jun-25-2001,0,120.227,496.572,0,1,0
Jun-26-2001,0,244.378,740.95,2,2,0.00818405
Jun-27-2001,0,0,740.95,0,2,nan
Jun-28-2001,0,579.767,1320.72,0,2,0
Jun-29-2001,0,330.122,1650.84,1,2,0.00302918
Jun-30-2001,0,482.311,2133.15,0,2,0
Jul-1-2001,0,1908.93,4042.08,0,2,0
